variable,label,,,,,,,,,,,,,,,,,,,
B05003_010E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003_011E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003_012E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003_013E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003_014E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003_015E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003_016E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003_017E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003_018E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003_019E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003_020E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003_021E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003_022E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003_023E,Sex by Age by Nativity and Citizenship Status,,,,,,,,,,,,,,,,,,,
B05003A_001E,Sex by Age by Nativity and Citizenship Status (White Alone),,,,,,,,,,,,,,,,,,,
B05003A_023E,Sex by Age by Nativity and Citizenship Status (White Alone),,,,,,,,,,,,,,,,,,,
B05003B_001E,Sex by Age by Nativity and Citizenship Status (Black or African American Alone),,,,,,,,,,,,,,,,,,,
B05003B_023E,Sex by Age by Nativity and Citizenship Status (Black or African American Alone),,,,,,,,,,,,,,,,,,,
B05003C_001E,Sex by Age by Nativity and Citizenship Status (American Indian and Alaska Native Alone),,,,,,,,,,,,,,,,,,,
B05003C_023E,Sex by Age by Nativity and Citizenship Status (American Indian and Alaska Native Alone),,,,,,,,,,,,,,,,,,,
B05003D_001E,Sex by Age by Nativity and Citizenship Status (Asian Alone),,,,,,,,,,,,,,,,,,,
B05003D_023E,Sex by Age by Nativity and Citizenship Status (Asian Alone),,,,,,,,,,,,,,,,,,,
B05003E_001E,Sex by Age by Nativity and Citizenship Status (Native Hawaiian and Other Pacific Islander Alone),,,,,,,,,,,,,,,,,,,
B05003E_023E,Sex by Age by Nativity and Citizenship Status (Native Hawaiian and Other Pacific Islander Alone),,,,,,,,,,,,,,,,,,,
B05003F_001E,Sex by Age by Nativity and Citizenship Status (Some Other Race Alone),,,,,,,,,,,,,,,,,,,
B05003F_023E,Sex by Age by Nativity and Citizenship Status (Some Other Race Alone),,,,,,,,,,,,,,,,,,,
B05003H_001E,"Sex by Age by Nativity and Citizenship Status (White Alone, Not Hispanic or Latino)",,,,,,,,,,,,,,,,,,,
B05003H_023E,"Sex by Age by Nativity and Citizenship Status (White Alone, Not Hispanic or Latino)",,,,,,,,,,,,,,,,,,,
B05003I_001E,Sex by Age by Nativity and Citizenship Status (Hispanic or Latino),,,,,,,,,,,,,,,,,,,
B05003I_023E,Sex by Age by Nativity and Citizenship Status (Hispanic or Latino),,,,,,,,,,,,,,,,,,,
